id,issue,reason,metric,note
3893,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.086,
3895,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.083,
3917,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.077,
3918,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.077,
3934,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.02,
3938,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.042,
3942,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.094,
3945,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.074,
3950,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.077,
3968,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.076,
3983,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.077,
4066,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.013,
4068,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.012,
4146,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.013,
4149,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.079,
4151,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.077,
4173,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.077,
4174,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.077,
4190,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.02,
4194,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.037,
4198,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.086,
4201,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.069,
4206,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.077,
4224,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.071,
4239,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.077,
4326,ENCODING/NOISE,REVIEW,0.39,
4329,ENCODING/NOISE,REVIEW,0.39,
4383,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.01,
4465,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.017,
4467,ENCODING/NOISE,REVIEW,0.383,
4655,ENCODING/NOISE,REVIEW,0.383,
4767,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.01,
4780,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.077,
4787,ENCODING/NOISE,REVIEW,0.383,
4788,ENCODING/NOISE,REVIEW,0.383,
4880,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.077,
4911,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.03,
4913,ENCODING/NOISE,REVIEW,0.39,
4935,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.01,
4998,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.01,
5000,ENCODING/NOISE,REVIEW,0.383,
5006,ENCODING/NOISE,REVIEW,0.383,
5016,ENCODING/NOISE,REVIEW,0.383,
5034,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.01,
5070,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.01,
5072,ENCODING/NOISE,REVIEW,0.383,
5078,ENCODING/NOISE,REVIEW,0.383,
5088,ENCODING/NOISE,REVIEW,0.383,
5134,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.01,
5170,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.01,
5206,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.01,
5208,ENCODING/NOISE,REVIEW,0.383,
5214,ENCODING/NOISE,REVIEW,0.383,
5224,ENCODING/NOISE,REVIEW,0.383,
5242,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.01,
5278,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.01,
5314,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.01,
5350,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.01,
5386,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.01,
5388,ENCODING/NOISE,REVIEW,0.383,
5394,ENCODING/NOISE,REVIEW,0.383,
5404,ENCODING/NOISE,REVIEW,0.383,
5422,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.01,
5458,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.01,
5460,ENCODING/NOISE,REVIEW,0.383,
5466,ENCODING/NOISE,REVIEW,0.383,
5476,ENCODING/NOISE,REVIEW,0.383,
6399,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.013,
6436,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.011,
6473,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.013,
6476,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.087,
6493,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.077,
6494,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.077,
6506,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.02,
6509,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.043,
6513,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.096,
6515,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.075,
6528,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.01,
6548,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.077,
6615,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.012,
6652,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.011,
6689,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.013,
6692,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.086,
6709,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.077,
6710,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.077,
6722,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.02,
6725,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.043,
6729,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.095,
6731,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.075,
6764,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.077,
6831,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.012,
6868,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.01,
6905,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.013,
6908,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.085,
6925,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.077,
6926,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.077,
6938,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.02,
6941,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.042,
6945,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.093,
6947,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.074,
6980,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.03,
7047,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.012,
7084,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.011,
7121,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.013,
7124,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.086,
7141,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.077,
7142,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.077,
7154,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.02,
7157,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.042,
7161,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.094,
7163,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.074,
7196,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.03,
7263,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.013,
7300,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.011,
7337,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.013,
7340,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.088,
7357,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.077,
7358,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.077,
7370,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.02,
7373,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.044,
7377,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.096,
7379,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.076,
7392,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.013,
7412,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.077,
7433,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.01,
7459,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.01,
7485,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.01,
7487,ENCODING/NOISE,REVIEW,0.383,
7491,ENCODING/NOISE,REVIEW,0.383,
7499,ENCODING/NOISE,REVIEW,0.383,
7511,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.01,
7513,ENCODING/NOISE,REVIEW,0.383,
7517,ENCODING/NOISE,REVIEW,0.383,
7525,ENCODING/NOISE,REVIEW,0.383,
7537,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.01,
7563,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.01,
7589,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.01,
7614,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.01,
7639,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.01,
7664,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.01,
7689,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.01,
7714,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.01,
7802,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.013,
7804,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.013,
7840,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.011,
7882,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.013,
7885,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.088,
7887,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.085,
7909,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.077,
7910,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.077,
7926,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.02,
7930,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.044,
7934,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.097,
7937,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.076,
7942,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.074,
7954,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.01,
7960,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.078,
7975,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.077,
8058,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.012,
8060,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.013,
8096,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.01,
8138,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.013,
8141,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.086,
8143,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.083,
8165,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.077,
8166,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.077,
8182,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.02,
8186,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.042,
8190,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.094,
8193,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.074,
8198,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.077,
8216,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.076,
8231,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.077,
8314,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.013,
8316,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.012,
8394,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.013,
8397,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.079,
8399,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.077,
8421,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.077,
8422,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.077,
8438,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.02,
8442,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.037,
8446,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.086,
8449,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.069,
8454,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.077,
8472,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.071,
8487,ENCODING/NOISE,AUTO_FIX_POSSIBLE,0.077,
