,Ravi::empathy,Ravi::trust,Ravi::skepticism,Ravi::resolve,Ravi::need,Ravi::memory,Ravi::nuance,Ravi::authority,Nima::empathy,Nima::trust,Nima::skepticism,Nima::resolve,Nima::need,Nima::memory,Nima::nuance,Nima::authority,Mariel::empathy,Mariel::trust,Mariel::skepticism,Mariel::resolve,Mariel::need,Mariel::memory,Mariel::nuance,Mariel::authority,Tovren::empathy,Tovren::trust,Tovren::skepticism,Tovren::resolve,Tovren::need,Tovren::memory,Tovren::nuance,Tovren::authority,Dalen::empathy,Dalen::trust,Dalen::skepticism,Dalen::resolve,Dalen::need,Dalen::memory,Dalen::nuance,Dalen::authority,Archivist Malrik::empathy,Archivist Malrik::trust,Archivist Malrik::skepticism,Archivist Malrik::resolve,Archivist Malrik::need,Archivist Malrik::memory,Archivist Malrik::nuance,Archivist Malrik::authority,High Seer Elenya::empathy,High Seer Elenya::trust,High Seer Elenya::skepticism,High Seer Elenya::resolve,High Seer Elenya::need,High Seer Elenya::memory,High Seer Elenya::nuance,High Seer Elenya::authority,Coren the Mediator::empathy,Coren the Mediator::trust,Coren the Mediator::skepticism,Coren the Mediator::resolve,Coren the Mediator::need,Coren the Mediator::memory,Coren the Mediator::nuance,Coren the Mediator::authority
10,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.6,0.4,0.5,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.7,0.8,0.4,0.9,0.9,0.1,0.1,0.9,0.8,0.7,0.5,0.9,0.4,0.7,0.1,0.9,0.6,0.3,0.6,0.9,0.5,0.4,0.1,0.9,0.5,0.2,0.7,0.9,0.9,0.1,0.1,0.9,0.9,0.6,0.7,0.9,0.25000000000000033,0.7499999999999999,0.1,0.9,0.7,0.8,0.6,0.9,0.75,0.2,0.1,0.9,0.6,0.8,0.6
11,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.6,0.4,0.5,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.7,0.8,0.4,0.9,0.9,0.1,0.1,0.9,0.8,0.7,0.5,0.9,0.4,0.7,0.1,0.9,0.6,0.3,0.6,0.9,0.5,0.4,0.1,0.9,0.5,0.2,0.7,0.9,0.9,0.1,0.1,0.9,0.9,0.6,0.7,0.9,0.20000000000000034,0.7999999999999998,0.1,0.9,0.7,0.8,0.6,0.9,0.75,0.2,0.1,0.9,0.6,0.8,0.6
12,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.6,0.4,0.5,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.7,0.8,0.4,0.9,0.9,0.1,0.1,0.9,0.8,0.7,0.5,0.9,0.4,0.7,0.1,0.9,0.6,0.3,0.6,0.9,0.5,0.4,0.1,0.9,0.5,0.2,0.7,0.9,0.9,0.1,0.1,0.9,0.9,0.6,0.7,0.9,0.2,0.8,0.1,0.9,0.7,0.8,0.6,0.9,0.75,0.2,0.1,0.9,0.6,0.8,0.6
13,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.6,0.4,0.5,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.7,0.8,0.4,0.9,0.9,0.1,0.1,0.9,0.8,0.7,0.5,0.9,0.4,0.7,0.1,0.9,0.6,0.3,0.6,0.9,0.5,0.4,0.1,0.9,0.5,0.2,0.7,0.9,0.9,0.1,0.1,0.9,0.9,0.6,0.7,0.9,0.2,0.8,0.1,0.9,0.7,0.8,0.6,0.9,0.75,0.2,0.1,0.9,0.6,0.8,0.6
14,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.6,0.4,0.5,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.7,0.8,0.4,0.9,0.9,0.1,0.1,0.9,0.8,0.7,0.5,0.9,0.4,0.7,0.1,0.9,0.6,0.3,0.6,0.9,0.5,0.4,0.1,0.9,0.5,0.2,0.7,0.9,0.9,0.1,0.1,0.9,0.9,0.6,0.7,0.9,0.2,0.8,0.1,0.9,0.7,0.8,0.6,0.9,0.75,0.2,0.1,0.9,0.6,0.8,0.6
15,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.6,0.4,0.5,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.7,0.8,0.4,0.9,0.9,0.1,0.1,0.9,0.8,0.7,0.5,0.9,0.4,0.7,0.1,0.9,0.6,0.3,0.6,0.9,0.5,0.4,0.1,0.9,0.5,0.2,0.7,0.9,0.9,0.1,0.1,0.9,0.9,0.6,0.7,0.9,0.2,0.8,0.1,0.9,0.7,0.8,0.6,0.9,0.75,0.2,0.1,0.9,0.6,0.8,0.6
16,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.6,0.4,0.5,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.7,0.8,0.4,0.9,0.9,0.1,0.1,0.9,0.8,0.7,0.5,0.9,0.4,0.7,0.1,0.9,0.6,0.3,0.6,0.9,0.5,0.4,0.1,0.9,0.5,0.2,0.7,0.9,0.9,0.1,0.1,0.9,0.9,0.6,0.7,0.9,0.2,0.8,0.1,0.9,0.7,0.8,0.6,0.9,0.75,0.2,0.1,0.9,0.6,0.8,0.6
17,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.6,0.4,0.5,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.7,0.8,0.4,0.9,0.9,0.1,0.1,0.9,0.8,0.7,0.5,0.9,0.4,0.7,0.1,0.9,0.6,0.3,0.6,0.9,0.5,0.4,0.1,0.9,0.5,0.2,0.7,0.9,0.9,0.1,0.1,0.9,0.9,0.6,0.7,0.9,0.2,0.8,0.1,0.9,0.7,0.8,0.6,0.9,0.75,0.2,0.1,0.9,0.6,0.8,0.6
18,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.6,0.4,0.5,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.7,0.8,0.4,0.9,0.9,0.1,0.1,0.9,0.8,0.7,0.5,0.9,0.4,0.7,0.1,0.9,0.6,0.3,0.6,0.9,0.5,0.4,0.1,0.9,0.5,0.2,0.7,0.9,0.9,0.1,0.1,0.9,0.9,0.6,0.7,0.9,0.2,0.8,0.1,0.9,0.7,0.8,0.6,0.9,0.75,0.2,0.1,0.9,0.6,0.8,0.6
19,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.6,0.4,0.5,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.7,0.8,0.4,0.9,0.9,0.1,0.1,0.9,0.8,0.7,0.5,0.9,0.4,0.7,0.1,0.9,0.6,0.3,0.6,0.9,0.5,0.4,0.1,0.9,0.5,0.2,0.7,0.9,0.9,0.1,0.1,0.9,0.9,0.6,0.7,0.9,0.2,0.8,0.1,0.9,0.7,0.8,0.6,0.9,0.75,0.2,0.1,0.9,0.6,0.8,0.6
20,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.6,0.4,0.5,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.7,0.8,0.4,0.9,0.9,0.1,0.1,0.9,0.8,0.7,0.5,0.9,0.4,0.7,0.1,0.9,0.6,0.3,0.6,0.9,0.5,0.4,0.1,0.9,0.5,0.2,0.7,0.9,0.9,0.1,0.1,0.9,0.9,0.6,0.7,0.9,0.2,0.8,0.1,0.9,0.7,0.8,0.6,0.9,0.75,0.2,0.1,0.9,0.6,0.8,0.6
21,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.6,0.4,0.5,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.7,0.8,0.4,0.9,0.9,0.1,0.1,0.9,0.8,0.7,0.5,0.9,0.4,0.7,0.1,0.9,0.6,0.3,0.6,0.9,0.5,0.4,0.1,0.9,0.5,0.2,0.7,0.9,0.9,0.1,0.1,0.9,0.9,0.6,0.7,0.9,0.2,0.8,0.1,0.9,0.7,0.8,0.6,0.9,0.75,0.2,0.1,0.9,0.6,0.8,0.6
22,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.6,0.4,0.5,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.7,0.8,0.4,0.9,0.9,0.1,0.1,0.9,0.8,0.7,0.5,0.9,0.4,0.7,0.1,0.9,0.6,0.3,0.6,0.9,0.5,0.4,0.1,0.9,0.5,0.2,0.7,0.9,0.9,0.1,0.1,0.9,0.9,0.6,0.7,0.9,0.2,0.8,0.1,0.9,0.7,0.8,0.6,0.9,0.75,0.2,0.1,0.9,0.6,0.8,0.6
23,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.6,0.4,0.5,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.7,0.8,0.4,0.9,0.9,0.1,0.1,0.9,0.8,0.7,0.5,0.9,0.4,0.7,0.1,0.9,0.6,0.3,0.6,0.9,0.5,0.4,0.1,0.9,0.5,0.2,0.7,0.9,0.9,0.1,0.1,0.9,0.9,0.6,0.7,0.9,0.2,0.8,0.1,0.9,0.7,0.8,0.6,0.9,0.75,0.2,0.1,0.9,0.6,0.8,0.6
24,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.6,0.4,0.5,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.7,0.8,0.4,0.9,0.9,0.1,0.1,0.9,0.8,0.7,0.5,0.9,0.4,0.7,0.1,0.9,0.6,0.3,0.6,0.9,0.5,0.4,0.1,0.9,0.5,0.2,0.7,0.9,0.9,0.1,0.1,0.9,0.9,0.6,0.7,0.9,0.2,0.8,0.1,0.9,0.7,0.8,0.6,0.9,0.75,0.2,0.1,0.9,0.6,0.8,0.6
25,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.6,0.4,0.5,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.7,0.8,0.4,0.9,0.9,0.1,0.1,0.9,0.8,0.7,0.5,0.9,0.4,0.7,0.1,0.9,0.6,0.3,0.6,0.9,0.5,0.4,0.1,0.9,0.5,0.2,0.7,0.9,0.9,0.1,0.1,0.9,0.9,0.6,0.7,0.9,0.2,0.8,0.1,0.9,0.7,0.8,0.6,0.9,0.75,0.2,0.1,0.9,0.6,0.8,0.6
26,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.6,0.4,0.5,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.7,0.8,0.4,0.9,0.9,0.1,0.1,0.9,0.8,0.7,0.5,0.9,0.4,0.7,0.1,0.9,0.6,0.3,0.6,0.9,0.5,0.4,0.1,0.9,0.5,0.2,0.7,0.9,0.9,0.1,0.1,0.9,0.9,0.6,0.7,0.9,0.2,0.8,0.1,0.9,0.7,0.8,0.6,0.9,0.75,0.2,0.1,0.9,0.6,0.8,0.6
27,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.6,0.4,0.5,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.7,0.8,0.4,0.9,0.9,0.1,0.1,0.9,0.8,0.7,0.5,0.9,0.4,0.7,0.1,0.9,0.6,0.3,0.6,0.9,0.5,0.4,0.1,0.9,0.5,0.2,0.7,0.9,0.9,0.1,0.1,0.9,0.9,0.6,0.7,0.9,0.2,0.8,0.1,0.9,0.7,0.8,0.6,0.9,0.75,0.2,0.1,0.9,0.6,0.8,0.6
28,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.6,0.4,0.5,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.7,0.8,0.4,0.9,0.9,0.1,0.1,0.9,0.8,0.7,0.5,0.9,0.4,0.7,0.1,0.9,0.6,0.3,0.6,0.9,0.5,0.4,0.1,0.9,0.5,0.2,0.7,0.9,0.9,0.1,0.1,0.9,0.9,0.6,0.7,0.9,0.2,0.8,0.1,0.9,0.7,0.8,0.6,0.9,0.75,0.2,0.1,0.9,0.6,0.8,0.6
29,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.6,0.4,0.5,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.7,0.8,0.4,0.9,0.9,0.1,0.1,0.9,0.8,0.7,0.5,0.9,0.4,0.7,0.1,0.9,0.6,0.3,0.6,0.9,0.5,0.4,0.1,0.9,0.5,0.2,0.7,0.9,0.9,0.1,0.1,0.9,0.9,0.6,0.7,0.9,0.2,0.8,0.1,0.9,0.7,0.8,0.6,0.9,0.75,0.2,0.1,0.9,0.6,0.8,0.6
30,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.6,0.4,0.5,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.7,0.8,0.4,0.9,0.9,0.1,0.1,0.9,0.8,0.7,0.5,0.9,0.4,0.7,0.1,0.9,0.6,0.3,0.6,0.9,0.5,0.4,0.1,0.9,0.5,0.2,0.7,0.9,0.9,0.1,0.1,0.9,0.9,0.6,0.7,0.9,0.2,0.8,0.1,0.9,0.7,0.8,0.6,0.9,0.75,0.2,0.1,0.9,0.6,0.8,0.6
31,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.6,0.4,0.5,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.7,0.8,0.4,0.9,0.9,0.1,0.1,0.9,0.8,0.7,0.5,0.9,0.4,0.7,0.1,0.9,0.6,0.3,0.6,0.9,0.5,0.4,0.1,0.9,0.5,0.2,0.7,0.9,0.9,0.1,0.1,0.9,0.9,0.6,0.7,0.9,0.2,0.8,0.1,0.9,0.7,0.8,0.6,0.9,0.75,0.2,0.1,0.9,0.6,0.8,0.6
32,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.6,0.4,0.5,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.7,0.8,0.4,0.9,0.9,0.1,0.1,0.9,0.8,0.7,0.5,0.9,0.4,0.7,0.1,0.9,0.6,0.3,0.6,0.9,0.5,0.4,0.1,0.9,0.5,0.2,0.7,0.9,0.9,0.1,0.1,0.9,0.9,0.6,0.7,0.9,0.2,0.8,0.1,0.9,0.7,0.8,0.6,0.9,0.75,0.2,0.1,0.9,0.6,0.8,0.6
33,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.6,0.4,0.5,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.7,0.8,0.4,0.9,0.9,0.1,0.1,0.9,0.8,0.7,0.5,0.9,0.4,0.7,0.1,0.9,0.6,0.3,0.6,0.9,0.5,0.4,0.1,0.9,0.5,0.2,0.7,0.9,0.9,0.1,0.1,0.9,0.9,0.6,0.7,0.9,0.2,0.8,0.1,0.9,0.7,0.8,0.6,0.9,0.75,0.2,0.1,0.9,0.6,0.8,0.6
34,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.6,0.4,0.5,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.7,0.8,0.4,0.9,0.9,0.1,0.1,0.9,0.8,0.7,0.5,0.9,0.4,0.7,0.1,0.9,0.6,0.3,0.6,0.9,0.5,0.4,0.1,0.9,0.5,0.2,0.7,0.9,0.9,0.1,0.1,0.9,0.9,0.6,0.7,0.9,0.2,0.8,0.1,0.9,0.7,0.8,0.6,0.9,0.75,0.2,0.1,0.9,0.6,0.8,0.6
35,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.6,0.4,0.5,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.7,0.8,0.4,0.9,0.9,0.1,0.1,0.9,0.8,0.7,0.5,0.9,0.4,0.7,0.1,0.9,0.6,0.3,0.6,0.9,0.5,0.4,0.1,0.9,0.5,0.2,0.7,0.9,0.9,0.1,0.1,0.9,0.9,0.6,0.7,0.9,0.2,0.8,0.1,0.9,0.7,0.8,0.6,0.9,0.75,0.2,0.1,0.9,0.6,0.8,0.6
36,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.6,0.4,0.5,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.7,0.8,0.4,0.9,0.9,0.1,0.1,0.9,0.8,0.7,0.5,0.9,0.4,0.7,0.1,0.9,0.6,0.3,0.6,0.9,0.5,0.4,0.1,0.9,0.5,0.2,0.7,0.9,0.9,0.1,0.1,0.9,0.9,0.6,0.7,0.9,0.2,0.8,0.1,0.9,0.7,0.8,0.6,0.9,0.75,0.2,0.1,0.9,0.6,0.8,0.6
37,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.6,0.4,0.5,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.7,0.8,0.4,0.9,0.9,0.1,0.1,0.9,0.8,0.7,0.5,0.9,0.4,0.7,0.1,0.9,0.6,0.3,0.6,0.9,0.5,0.4,0.1,0.9,0.5,0.2,0.7,0.9,0.9,0.1,0.1,0.9,0.9,0.6,0.7,0.9,0.2,0.8,0.1,0.9,0.7,0.8,0.6,0.9,0.75,0.2,0.1,0.9,0.6,0.8,0.6
38,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.6,0.4,0.5,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.7,0.8,0.4,0.9,0.9,0.1,0.1,0.9,0.8,0.7,0.5,0.9,0.4,0.7,0.1,0.9,0.6,0.3,0.6,0.9,0.5,0.4,0.1,0.9,0.5,0.2,0.7,0.9,0.9,0.1,0.1,0.9,0.9,0.6,0.7,0.9,0.2,0.8,0.1,0.9,0.7,0.8,0.6,0.9,0.75,0.2,0.1,0.9,0.6,0.8,0.6
39,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.6,0.4,0.5,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.7,0.8,0.4,0.9,0.9,0.1,0.1,0.9,0.8,0.7,0.5,0.9,0.4,0.7,0.1,0.9,0.6,0.3,0.6,0.9,0.5,0.4,0.1,0.9,0.5,0.2,0.7,0.9,0.9,0.1,0.1,0.9,0.9,0.6,0.7,0.9,0.2,0.8,0.1,0.9,0.7,0.8,0.6,0.9,0.75,0.2,0.1,0.9,0.6,0.8,0.6
40,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.6,0.4,0.5,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.7,0.8,0.4,0.9,0.9,0.1,0.1,0.9,0.8,0.7,0.5,0.9,0.4,0.7,0.1,0.9,0.6,0.3,0.6,0.9,0.5,0.4,0.1,0.9,0.5,0.2,0.7,0.9,0.9,0.1,0.1,0.9,0.9,0.6,0.7,0.9,0.2,0.8,0.1,0.9,0.7,0.8,0.6,0.9,0.75,0.2,0.1,0.9,0.6,0.8,0.6
41,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.6,0.4,0.5,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.7,0.8,0.4,0.9,0.9,0.1,0.1,0.9,0.8,0.7,0.5,0.9,0.4,0.7,0.1,0.9,0.6,0.3,0.6,0.9,0.5,0.4,0.1,0.9,0.5,0.2,0.7,0.9,0.9,0.1,0.1,0.9,0.9,0.6,0.7,0.9,0.2,0.8,0.1,0.9,0.7,0.8,0.6,0.9,0.75,0.2,0.1,0.9,0.6,0.8,0.6
42,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.6,0.4,0.5,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.7,0.8,0.4,0.9,0.9,0.1,0.1,0.9,0.8,0.7,0.5,0.9,0.4,0.7,0.1,0.9,0.6,0.3,0.6,0.9,0.5,0.4,0.1,0.9,0.5,0.2,0.7,0.9,0.9,0.1,0.1,0.9,0.9,0.6,0.7,0.9,0.2,0.8,0.1,0.9,0.7,0.8,0.6,0.9,0.75,0.2,0.1,0.9,0.6,0.8,0.6
43,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.6,0.4,0.5,0.9,0.8500000000000001,0.15000000000000002,0.1,0.9,0.7,0.8,0.4,0.9,0.9,0.1,0.1,0.9,0.8,0.7,0.5,0.9,0.4,0.7,0.1,0.9,0.6,0.3,0.6,0.9,0.5,0.4,0.1,0.9,0.5,0.2,0.7,0.9,0.9,0.1,0.1,0.9,0.9,0.6,0.7,0.9,0.2,0.8,0.1,0.9,0.7,0.8,0.6,0.9,0.75,0.2,0.1,0.9,0.6,0.8,0.6
